289
385
512
624
670
767
874
963
1080
1164
327
372
469
559
673
812
873
975
1103
1168
272
378
473
563
676
769
859
963
1066
1236
281
373
482
572
671
775
877
976
1075
1160
287
368
464
565
709
768
873
964
1067
1166
