0;0;0
1;0;0
2;0;1
4;0;1
5;0;2
9;0;3
8;0;4
11;0;6
13;0;7
16;0;9
0;0;0
1;0;0
2;0;1
3;0;1
4;0;2
7;0;3
8;0;4
11;0;6
13;0;7
16;0;9
0;0;0
1;0;0
2;0;1
3;0;1
5;0;3
8;0;3
9;0;4
12;0;6
16;0;7
18;0;9
0;0;0
1;0;0
2;0;1
3;0;1
4;0;2
6;0;3
9;0;4
11;0;6
17;0;7
19;0;9
0;0;0
1;0;0
2;0;1
4;0;1
5;0;2
6;0;3
9;0;5
12;0;6
14;0;7
17;0;9
