83
112
140
177
221
328
371
510
497
587
83
110
138
169
208
269
342
415
508
589
81
109
138
169
207
260
328
418
490
587
84
112
136
168
211
264
330
472
512
585
81
121
141
167
212
264
329
402
486
588
